Time,Tissue Displacement,Pressure,Temperature,Piston Displacement,Opening Diameter,Battery Voltage,Charging,deformation,pressureApplied,IAP,stress,force,strain,elasticity
,29,98.02,,,,,,,,,,,,
,28,98.1,,,,,,,,,,,,
,29,98.17,,,,,,,,,,,,
,27,98.25,,,,,,,,,,,,
,28,98.33,,,,,,,,,,,,
,30,98.4,,,,,,,,,,,,
,28,98.47,,,,,,,,,,,,
,27,98.54,,,,,,,,,,,,
,29,98.61,,,,,,,,,,,,
,28,98.67,,,,,,,,,,,,
,29,98.73,,,,,,,,,,,,
,28,98.8,,,,,,,,,,,,
,29,98.85,,,,,,,,,,,,
,31,98.91,,,,,,,,,,,,
,27,98.97,,,,,,,,,,,,
,31,99.02,,,,,,,,,,,,
,30,99.08,,,,,,,,,,,,
,28,99.13,,,,,,,,,,,,
,30,99.17,,,,,,,,,,,,
,30,99.22,,,,,,,,,,,,
,29,99.26,,,,,,,,,,,,
,29,99.31,,,,,,,,,,,,
,31,99.35,,,,,,,,,,,,
,29,99.38,,,,,,,,,,,,
,28,99.42,,,,,,,,,,,,
,29,99.46,,,,,,,,,,,,
,31,99.49,,,,,,,,,,,,
,29,99.53,,,,,,,,,,,,
,30,99.56,,,,,,,,,,,,
,29,99.59,,,,,,,,,,,,
,31,99.62,,,,,,,,,,,,
,30,99.65,,,,,,,,,,,,
,28,99.68,,,,,,,,,,,,
,31,99.7,,,,,,,,,,,,
,30,99.73,,,,,,,,,,,,
,29,99.75,,,,,,,,,,,,
,30,99.77,,,,,,,,,,,,
,30,99.79,,,,,,,,,,,,
,29,99.81,,,,,,,,,,,,
,31,99.83,,,,,,,,,,,,
,30,99.85,,,,,,,,,,,,
,31,99.87,,,,,,,,,,,,
,30,99.89,,,,,,,,,,,,
,30,99.9,,,,,,,,,,,,
,30,99.92,,,,,,,,,,,,
,30,99.94,,,,,,,,,,,,
,28,99.95,,,,,,,,,,,,
,30,99.97,,,,,,,,,,,,
,30,99.98,,,,,,,,,,,,
,30,99.99,,,,,,,,,,,,
,30,100,,,,,,,,,,,,
,29,100.02,,,,,,,,,,,,
,32,100.03,,,,,,,,,,,,
,29,100.04,,,,,,,,,,,,
,29,100.05,,,,,,,,,,,,
,31,100.06,,,,,,,,,,,,
,31,100.07,,,,,,,,,,,,
,32,100.08,,,,,,,,,,,,
,30,100.08,,,,,,,,,,,,
,31,100.09,,,,,,,,,,,,
,31,100.1,,,,,,,,,,,,
,30,100.11,,,,,,,,,,,,
,30,100.12,,,,,,,,,,,,
,29,100.13,,,,,,,,,,,,
,31,100.14,,,,,,,,,,,,
,32,100.15,,,,,,,,,,,,
,31,100.15,,,,,,,,,,,,
,29,100.16,,,,,,,,,,,,
,32,100.16,,,,,,,,,,,,
,31,100.17,,,,,,,,,,,,
,31,100.18,,,,,,,,,,,,
,30,100.18,,,,,,,,,,,,
,30,100.19,,,,,,,,,,,,
,30,100.19,,,,,,,,,,,,
,30,100.19,,,,,,,,,,,,
,31,100.2,,,,,,,,,,,,
,32,100.2,,,,,,,,,,,,
,30,100.21,,,,,,,,,,,,
,33,100.21,,,,,,,,,,,,
,31,100.21,,,,,,,,,,,,
,33,100.22,,,,,,,,,,,,
,31,100.22,,,,,,,,,,,,
,31,100.23,,,,,,,,,,,,
,32,100.23,,,,,,,,,,,,
,29,100.23,,,,,,,,,,,,
,31,100.23,,,,,,,,,,,,
,33,100.24,,,,,,,,,,,,
,30,100.24,,,,,,,,,,,,
,30,100.24,,,,,,,,,,,,
,30,100.24,,,,,,,,,,,,
,31,100.25,,,,,,,,,,,,
,32,100.25,,,,,,,,,,,,
,31,100.25,,,,,,,,,,,,
,32,100.25,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,30,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,30,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,30,100.27,,,,,,,,,,,,
,34,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,34,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,30,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,30,100.26,,,,,,,,,,,,
,29,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,30,100.27,,,,,,,,,,,,
,34,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,30,100.27,,,,,,,,,,,,
,34,100.27,,,,,,,,,,,,
,32,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,32,100.28,,,,,,,,,,,,
,32,100.28,,,,,,,,,,,,
,31,100.28,,,,,,,,,,,,
,32,100.28,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,29,100.29,,,,,,,,,,,,
,29,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,29,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,34,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,34,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,34,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,30,100.27,,,,,,,,,,,,
,35,100.27,,,,,,,,,,,,
,31,100.28,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,33,100.2,,,,,,,,,,,,
,30,99.92,,,,,,,,,,,,
,30,99.33,,,,,,,,,,,,
,28,98.47,,,,,,,,,,,,
,29,97.51,,,,,,,,,,,,
,29,96.61,,,,,,,,,,,,
,28,95.86,,,,,,,,,,,,
,28,95.24,,,,,,,,,,,,
,29,94.73,,,,,,,,,,,,
,28,94.33,,,,,,,,,,,,
,26,93.99,,,,,,,,,,,,
,25,93.72,,,,,,,,,,,,
,27,93.49,,,,,,,,,,,,
,25,93.3,,,,,,,,,,,,
,27,93.13,,,,,,,,,,,,
,26,92.98,,,,,,,,,,,,
,27,92.85,,,,,,,,,,,,
,25,92.73,,,,,,,,,,,,
,26,92.62,,,,,,,,,,,,
,26,92.51,,,,,,,,,,,,
,26,92.41,,,,,,,,,,,,
,24,92.31,,,,,,,,,,,,
,26,92.21,,,,,,,,,,,,
,25,92.11,,,,,,,,,,,,
,24,91.99,,,,,,,,,,,,
,27,91.85,,,,,,,,,,,,
,25,91.65,,,,,,,,,,,,
,28,91.31,,,,,,,,,,,,
,26,91.13,,,,,,,,,,,,
,26,91.08,,,,,,,,,,,,
,24,91.14,,,,,,,,,,,,
,24,91.26,,,,,,,,,,,,
,25,91.43,,,,,,,,,,,,
,25,91.63,,,,,,,,,,,,
,24,91.85,,,,,,,,,,,,
,25,92.07,,,,,,,,,,,,
,25,92.3,,,,,,,,,,,,
,25,92.52,,,,,,,,,,,,
,26,92.75,,,,,,,,,,,,
,25,92.97,,,,,,,,,,,,
,27,93.19,,,,,,,,,,,,
,24,93.39,,,,,,,,,,,,
,26,93.6,,,,,,,,,,,,
,26,93.79,,,,,,,,,,,,
,27,93.98,,,,,,,,,,,,
,26,94.16,,,,,,,,,,,,
,25,94.34,,,,,,,,,,,,
,26,94.51,,,,,,,,,,,,
,26,94.67,,,,,,,,,,,,
,25,94.83,,,,,,,,,,,,
,26,94.98,,,,,,,,,,,,
,28,95.13,,,,,,,,,,,,
,25,95.28,,,,,,,,,,,,
,27,95.42,,,,,,,,,,,,
,27,95.56,,,,,,,,,,,,
,26,95.69,,,,,,,,,,,,
,25,95.83,,,,,,,,,,,,
,26,95.95,,,,,,,,,,,,
,27,96.07,,,,,,,,,,,,
,28,96.19,,,,,,,,,,,,
,29,96.31,,,,,,,,,,,,
,29,96.42,,,,,,,,,,,,
,26,96.53,,,,,,,,,,,,
,26,96.64,,,,,,,,,,,,
,27,96.74,,,,,,,,,,,,
,27,96.84,,,,,,,,,,,,
,27,96.95,,,,,,,,,,,,
,29,97.04,,,,,,,,,,,,
,27,97.14,,,,,,,,,,,,
,28,97.23,,,,,,,,,,,,
,29,97.32,,,,,,,,,,,,
,27,97.4,,,,,,,,,,,,
,28,97.49,,,,,,,,,,,,
,28,97.57,,,,,,,,,,,,
,29,97.65,,,,,,,,,,,,
,28,97.73,,,,,,,,,,,,
,26,97.81,,,,,,,,,,,,
,29,97.88,,,,,,,,,,,,
,28,97.96,,,,,,,,,,,,
,29,98.03,,,,,,,,,,,,
,29,98.09,,,,,,,,,,,,
,27,98.16,,,,,,,,,,,,
,29,98.22,,,,,,,,,,,,
,28,98.29,,,,,,,,,,,,
,27,98.35,,,,,,,,,,,,
,30,98.41,,,,,,,,,,,,
,29,98.47,,,,,,,,,,,,
,26,98.53,,,,,,,,,,,,
,28,98.59,,,,,,,,,,,,
,29,98.64,,,,,,,,,,,,
,29,98.69,,,,,,,,,,,,
,28,98.75,,,,,,,,,,,,
,30,98.79,,,,,,,,,,,,
,30,98.84,,,,,,,,,,,,
,30,98.89,,,,,,,,,,,,
,32,98.94,,,,,,,,,,,,
,29,98.98,,,,,,,,,,,,
,30,99.03,,,,,,,,,,,,
,31,99.07,,,,,,,,,,,,
,29,99.11,,,,,,,,,,,,
,29,99.15,,,,,,,,,,,,
,30,99.19,,,,,,,,,,,,
,30,99.23,,,,,,,,,,,,
,28,99.26,,,,,,,,,,,,
,29,99.3,,,,,,,,,,,,
,31,99.33,,,,,,,,,,,,
,29,99.37,,,,,,,,,,,,
,30,99.4,,,,,,,,,,,,
,30,99.43,,,,,,,,,,,,
,31,99.46,,,,,,,,,,,,
,31,99.49,,,,,,,,,,,,
,32,99.52,,,,,,,,,,,,
,30,99.54,,,,,,,,,,,,
,30,99.56,,,,,,,,,,,,
,30,99.59,,,,,,,,,,,,
,31,99.61,,,,,,,,,,,,
,31,99.63,,,,,,,,,,,,
,29,99.66,,,,,,,,,,,,
,31,99.68,,,,,,,,,,,,
,31,99.7,,,,,,,,,,,,
,30,99.72,,,,,,,,,,,,
,29,99.74,,,,,,,,,,,,
,30,99.76,,,,,,,,,,,,
,31,99.78,,,,,,,,,,,,
,29,99.8,,,,,,,,,,,,
,30,99.82,,,,,,,,,,,,
,30,99.84,,,,,,,,,,,,
,30,99.85,,,,,,,,,,,,
,31,99.87,,,,,,,,,,,,
,31,99.89,,,,,,,,,,,,
,30,99.9,,,,,,,,,,,,
,32,99.92,,,,,,,,,,,,
,29,99.93,,,,,,,,,,,,
,30,99.95,,,,,,,,,,,,
,31,99.96,,,,,,,,,,,,
,30,99.97,,,,,,,,,,,,
,30,99.98,,,,,,,,,,,,
,29,99.99,,,,,,,,,,,,
,31,100.01,,,,,,,,,,,,
,31,100.02,,,,,,,,,,,,
,30,100.03,,,,,,,,,,,,
,33,100.04,,,,,,,,,,,,
,30,100.05,,,,,,,,,,,,
,30,100.06,,,,,,,,,,,,
,33,100.07,,,,,,,,,,,,
,30,100.08,,,,,,,,,,,,
,32,100.08,,,,,,,,,,,,
,32,100.09,,,,,,,,,,,,
,31,100.1,,,,,,,,,,,,
,30,100.11,,,,,,,,,,,,
,29,100.12,,,,,,,,,,,,
,32,100.12,,,,,,,,,,,,
,30,100.13,,,,,,,,,,,,
,31,100.14,,,,,,,,,,,,
,32,100.15,,,,,,,,,,,,
,33,100.15,,,,,,,,,,,,
,32,100.16,,,,,,,,,,,,
,30,100.16,,,,,,,,,,,,
,32,100.16,,,,,,,,,,,,
,30,100.17,,,,,,,,,,,,
,31,100.17,,,,,,,,,,,,
,33,100.18,,,,,,,,,,,,
,32,100.18,,,,,,,,,,,,
,31,100.19,,,,,,,,,,,,
,31,100.19,,,,,,,,,,,,
,29,100.2,,,,,,,,,,,,
,32,100.2,,,,,,,,,,,,
,31,100.21,,,,,,,,,,,,
,30,100.21,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,31,100.22,,,,,,,,,,,,
,31,100.22,,,,,,,,,,,,
,31,100.23,,,,,,,,,,,,
,32,100.23,,,,,,,,,,,,
,32,100.23,,,,,,,,,,,,
,30,100.24,,,,,,,,,,,,
,32,100.24,,,,,,,,,,,,
,32,100.24,,,,,,,,,,,,
,31,100.24,,,,,,,,,,,,
,32,100.24,,,,,,,,,,,,
,33,100.25,,,,,,,,,,,,
,32,100.25,,,,,,,,,,,,
,31,100.25,,,,,,,,,,,,
,33,100.25,,,,,,,,,,,,
,33,100.25,,,,,,,,,,,,
,33,100.25,,,,,,,,,,,,
,31,100.25,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,30,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,32,100.26,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,30,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,33,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,32,100.28,,,,,,,,,,,,
,32,100.28,,,,,,,,,,,,
,32,100.28,,,,,,,,,,,,
,34,100.28,,,,,,,,,,,,
,31,100.28,,,,,,,,,,,,
,32,100.28,,,,,,,,,,,,
,34,100.28,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,35,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,34,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,31,100.3,,,,,,,,,,,,
,33,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,33,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,31,100.3,,,,,,,,,,,,
,33,100.3,,,,,,,,,,,,
,34,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,31,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,33,100.3,,,,,,,,,,,,
,30,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,31,100.3,,,,,,,,,,,,
,33,100.3,,,,,,,,,,,,
,31,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,31,100.31,,,,,,,,,,,,
,33,100.28,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,34,100.27,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,33,100.26,,,,,,,,,,,,
,32,100.27,,,,,,,,,,,,
,31,100.27,,,,,,,,,,,,
,34,100.27,,,,,,,,,,,,
,31,100.26,,,,,,,,,,,,
,32,100.08,,,,,,,,,,,,
,29,99.58,,,,,,,,,,,,
,30,98.79,,,,,,,,,,,,
,27,97.87,,,,,,,,,,,,
,28,97,,,,,,,,,,,,
,26,96.24,,,,,,,,,,,,
,27,95.61,,,,,,,,,,,,
,28,95.1,,,,,,,,,,,,
,28,94.67,,,,,,,,,,,,
,27,94.33,,,,,,,,,,,,
,26,94.04,,,,,,,,,,,,
,27,93.8,,,,,,,,,,,,
,26,93.59,,,,,,,,,,,,
,27,93.41,,,,,,,,,,,,
,25,93.25,,,,,,,,,,,,
,25,93.11,,,,,,,,,,,,
,26,92.98,,,,,,,,,,,,
,28,92.86,,,,,,,,,,,,
,27,92.75,,,,,,,,,,,,
,27,92.64,,,,,,,,,,,,
,26,92.53,,,,,,,,,,,,
,28,92.43,,,,,,,,,,,,
,25,92.33,,,,,,,,,,,,
,25,92.22,,,,,,,,,,,,
,26,92.1,,,,,,,,,,,,
,26,91.96,,,,,,,,,,,,
,24,91.75,,,,,,,,,,,,
,24,91.4,,,,,,,,,,,,
,26,91.21,,,,,,,,,,,,
,24,91.17,,,,,,,,,,,,
,25,91.23,,,,,,,,,,,,
,26,91.35,,,,,,,,,,,,
,25,91.52,,,,,,,,,,,,
,25,91.71,,,,,,,,,,,,
,27,91.93,,,,,,,,,,,,
,25,92.15,,,,,,,,,,,,
,25,92.38,,,,,,,,,,,,
,27,92.6,,,,,,,,,,,,
,25,92.83,,,,,,,,,,,,
,27,93.05,,,,,,,,,,,,
,26,93.26,,,,,,,,,,,,
,24,93.47,,,,,,,,,,,,
,27,93.67,,,,,,,,,,,,
,26,93.86,,,,,,,,,,,,
,26,94.05,,,,,,,,,,,,
,26,94.23,,,,,,,,,,,,
,26,94.4,,,,,,,,,,,,
,25,94.57,,,,,,,,,,,,
,25,94.73,,,,,,,,,,,,
,26,94.89,,,,,,,,,,,,
,27,95.04,,,,,,,,,,,,
,27,95.19,,,,,,,,,,,,
,29,95.33,,,,,,,,,,,,
,26,95.47,,,,,,,,,,,,
,26,95.61,,,,,,,,,,,,
,27,95.74,,,,,,,,,,,,
,28,95.87,,,,,,,,,,,,
,27,96,,,,,,,,,,,,
,27,96.12,,,,,,,,,,,,
,26,96.24,,,,,,,,,,,,
,26,96.35,,,,,,,,,,,,
,26,96.46,,,,,,,,,,,,
,29,96.57,,,,,,,,,,,,
,26,96.68,,,,,,,,,,,,
,27,96.78,,,,,,,,,,,,
,27,96.88,,,,,,,,,,,,
,27,96.98,,,,,,,,,,,,
,27,97.08,,,,,,,,,,,,
,27,97.17,,,,,,,,,,,,
,26,97.26,,,,,,,,,,,,
,27,97.35,,,,,,,,,,,,
,28,97.43,,,,,,,,,,,,
,29,97.52,,,,,,,,,,,,
,26,97.6,,,,,,,,,,,,
,28,97.68,,,,,,,,,,,,
,29,97.76,,,,,,,,,,,,
,29,97.83,,,,,,,,,,,,
,27,97.91,,,,,,,,,,,,
,30,97.98,,,,,,,,,,,,
,27,98.05,,,,,,,,,,,,
,30,98.12,,,,,,,,,,,,
,28,98.19,,,,,,,,,,,,
,29,98.25,,,,,,,,,,,,
,30,98.31,,,,,,,,,,,,
,27,98.38,,,,,,,,,,,,
,29,98.43,,,,,,,,,,,,
,31,98.49,,,,,,,,,,,,
,28,98.55,,,,,,,,,,,,
,28,98.61,,,,,,,,,,,,
,30,98.66,,,,,,,,,,,,
,29,98.71,,,,,,,,,,,,
,31,98.76,,,,,,,,,,,,
,28,98.81,,,,,,,,,,,,
,27,98.86,,,,,,,,,,,,
,29,98.9,,,,,,,,,,,,
,29,98.95,,,,,,,,,,,,
,27,98.99,,,,,,,,,,,,
,28,99.04,,,,,,,,,,,,
,28,99.08,,,,,,,,,,,,
,27,99.12,,,,,,,,,,,,
,32,99.16,,,,,,,,,,,,
,29,99.2,,,,,,,,,,,,
,29,99.23,,,,,,,,,,,,
,30,99.27,,,,,,,,,,,,
,30,99.3,,,,,,,,,,,,
,28,99.34,,,,,,,,,,,,
,31,99.37,,,,,,,,,,,,
,29,99.4,,,,,,,,,,,,
,29,99.43,,,,,,,,,,,,
,31,99.46,,,,,,,,,,,,
,30,99.49,,,,,,,,,,,,
,30,99.52,,,,,,,,,,,,
,28,99.55,,,,,,,,,,,,
,33,99.57,,,,,,,,,,,,
,28,99.6,,,,,,,,,,,,
,30,99.62,,,,,,,,,,,,
,30,99.65,,,,,,,,,,,,
,31,99.67,,,,,,,,,,,,
,31,99.69,,,,,,,,,,,,
,29,99.71,,,,,,,,,,,,
,30,99.73,,,,,,,,,,,,
,31,99.75,,,,,,,,,,,,
,30,99.77,,,,,,,,,,,,
,31,99.79,,,,,,,,,,,,
,30,99.81,,,,,,,,,,,,
,30,99.82,,,,,,,,,,,,
,31,99.84,,,,,,,,,,,,
,30,99.86,,,,,,,,,,,,
,31,99.87,,,,,,,,,,,,
,31,99.89,,,,,,,,,,,,
,29,99.9,,,,,,,,,,,,
,30,99.91,,,,,,,,,,,,
,33,99.93,,,,,,,,,,,,
,30,99.94,,,,,,,,,,,,
,31,99.95,,,,,,,,,,,,
,30,99.96,,,,,,,,,,,,
,30,99.97,,,,,,,,,,,,
,32,99.98,,,,,,,,,,,,
,31,99.99,,,,,,,,,,,,
,31,100,,,,,,,,,,,,
,30,100.02,,,,,,,,,,,,
,31,100.03,,,,,,,,,,,,
,31,100.04,,,,,,,,,,,,
,31,100.05,,,,,,,,,,,,
,32,100.06,,,,,,,,,,,,
,31,100.07,,,,,,,,,,,,
,31,100.07,,,,,,,,,,,,
,31,100.08,,,,,,,,,,,,
,32,100.09,,,,,,,,,,,,
,31,100.1,,,,,,,,,,,,
,32,100.11,,,,,,,,,,,,
,30,100.11,,,,,,,,,,,,
,32,100.12,,,,,,,,,,,,
,32,100.12,,,,,,,,,,,,
,30,100.13,,,,,,,,,,,,
,31,100.13,,,,,,,,,,,,
,33,100.13,,,,,,,,,,,,
,31,100.14,,,,,,,,,,,,
,32,100.14,,,,,,,,,,,,
,32,100.15,,,,,,,,,,,,
,31,100.15,,,,,,,,,,,,
,29,100.15,,,,,,,,,,,,
,33,100.16,,,,,,,,,,,,
,31,100.16,,,,,,,,,,,,
,33,100.17,,,,,,,,,,,,
,33,100.17,,,,,,,,,,,,
,30,100.17,,,,,,,,,,,,
,31,100.18,,,,,,,,,,,,
,32,100.18,,,,,,,,,,,,
,31,100.18,,,,,,,,,,,,
,33,100.17,,,,,,,,,,,,
,31,100.18,,,,,,,,,,,,
,30,100.18,,,,,,,,,,,,
,30,100.18,,,,,,,,,,,,
,31,100.18,,,,,,,,,,,,
,30,100.19,,,,,,,,,,,,
,31,100.19,,,,,,,,,,,,
,32,100.19,,,,,,,,,,,,
,33,100.2,,,,,,,,,,,,
,31,100.2,,,,,,,,,,,,
,32,100.2,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,33,100.21,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,34,100.22,,,,,,,,,,,,
,34,100.22,,,,,,,,,,,,
,33,100.22,,,,,,,,,,,,
,31,100.2,,,,,,,,,,,,
,32,100.21,,,,,,,,,,,,
,33,100.21,,,,,,,,,,,,
,33,100.2,,,,,,,,,,,,
,32,100.2,,,,,,,,,,,,
,33,100.2,,,,,,,,,,,,
,35,100.2,,,,,,,,,,,,
,31,100.1,,,,,,,,,,,,
,31,99.65,,,,,,,,,,,,
,27,98.81,,,,,,,,,,,,
,27,97.84,,,,,,,,,,,,
,28,96.92,,,,,,,,,,,,
,26,96.11,,,,,,,,,,,,
,26,95.45,,,,,,,,,,,,
,27,94.91,,,,,,,,,,,,
,24,94.47,,,,,,,,,,,,
,26,94.11,,,,,,,,,,,,
,27,93.81,,,,,,,,,,,,
,26,93.57,,,,,,,,,,,,
,24,93.37,,,,,,,,,,,,
,26,93.19,,,,,,,,,,,,
,27,93.04,,,,,,,,,,,,
,27,92.9,,,,,,,,,,,,
,25,92.78,,,,,,,,,,,,
,24,92.66,,,,,,,,,,,,
,26,92.56,,,,,,,,,,,,
,27,92.46,,,,,,,,,,,,
,26,92.37,,,,,,,,,,,,
,26,92.29,,,,,,,,,,,,
,25,92.2,,,,,,,,,,,,
,26,92.1,,,,,,,,,,,,
,26,92,,,,,,,,,,,,
,25,91.88,,,,,,,,,,,,
,26,91.71,,,,,,,,,,,,
,26,91.39,,,,,,,,,,,,
,24,91.17,,,,,,,,,,,,
,25,91.1,,,,,,,,,,,,
,25,91.13,,,,,,,,,,,,
,26,91.24,,,,,,,,,,,,
,25,91.4,,,,,,,,,,,,
,26,91.59,,,,,,,,,,,,
,25,91.8,,,,,,,,,,,,
,25,92.01,,,,,,,,,,,,
,24,92.24,,,,,,,,,,,,
,24,92.46,,,,,,,,,,,,
,25,92.68,,,,,,,,,,,,
,26,92.9,,,,,,,,,,,,
,24,93.11,,,,,,,,,,,,
,26,93.32,,,,,,,,,,,,
,27,93.51,,,,,,,,,,,,
,26,93.7,,,,,,,,,,,,
,25,93.89,,,,,,,,,,,,
,26,94.07,,,,,,,,,,,,
,24,94.25,,,,,,,,,,,,
,26,94.41,,,,,,,,,,,,
,25,94.58,,,,,,,,,,,,
,27,94.73,,,,,,,,,,,,
,25,94.89,,,,,,,,,,,,
,26,95.03,,,,,,,,,,,,
,28,95.18,,,,,,,,,,,,
,27,95.32,,,,,,,,,,,,
,26,95.46,,,,,,,,,,,,
,26,95.59,,,,,,,,,,,,
,25,95.72,,,,,,,,,,,,
,26,95.85,,,,,,,,,,,,
,27,95.97,,,,,,,,,,,,
,27,96.09,,,,,,,,,,,,
,27,96.2,,,,,,,,,,,,
,27,96.32,,,,,,,,,,,,
,27,96.43,,,,,,,,,,,,
,27,96.54,,,,,,,,,,,,
,27,96.64,,,,,,,,,,,,
,27,96.75,,,,,,,,,,,,
,27,96.84,,,,,,,,,,,,
,26,96.94,,,,,,,,,,,,
,29,97.04,,,,,,,,,,,,
,30,97.13,,,,,,,,,,,,
